"";"Boguslawa_Andrzejewska_1_Theta_Healing";"Boguslawa_Andrzejewska_2_Badz_zwyciezca_8_krokow_do_sukcesu";"Boguslawa_Andrzejewska_3_Czy_istnieje_prawda";"Boguslawa_Andrzejewska_4_O_pozytywnym_mysleniu";"gwiezdna_wedrowka_czy_leci_z_nami_polak_wydanie_drugie_poprawione";"gwiezdna_wedrowka_lot_von_brauna";"gwiezdna_wedrowka_lot_von_brauna_cz_iii";"gwiezdna_wedrowka_lot_von_brauna_ii";"Jaszczuk_Jakub-Stern_1_Foresta-Umbra_RuLit_Me";"Jaszczuk_Jakub-Stern_2_Plan-Sary_RuLit_Me";"Jaszczuk_Jakub-Stern_3_Marionetki_RuLit_Me";"Jaszczuk_Jakub-Stern_4_Akuszer-smierci_RuLit_Me";"Wiedzmin_1_Ostatnie-zyczenie";"Wiedzmin_2_Miecz-przeznaczenia";"Wiedzmin_3_Krew-elfow";"Wiedzmin_4_Czas-pogardy";"Wiedzmin_5_chszest-ognia";"Wiedzmin_6_Wieza-jaskolki";"Wiedzmin_7_pani-jeziora";"wiedzmin_8_Sezon-burz"
"dziekowac";0;0;0,0160501942042905;0;0;0;0;0;0;0;0;0;0;0,00599981419867535;0;0,0117269095701382;0,00509194757650737;0;0;0
"dzielenie";0;0;0;0,00587829897439839;0;0,00455280018605365;0;0;0;0;0;0;0;0,0119996283973507;0;0;0;0,00566323925582283;0;0
"dzieli";0;0;0;0;0;0,00455280018605365;0;0;0;0;0;0;0;0,00599981419867535;0;0;0;0,00566323925582283;0;0,00963455641032101
"dziennikarski";0;0;0;0;0;0;0;0;0,0134474600090002;0,0182828983849399;0,0198032246898709;0,0240863910258025;0;0;0;0;0;0;0;0
"dziob";0;0;0;0;0;0;0,00468130664291807;0;0;0;0,00495080617246772;0,0240863910258025;0;0,00599981419867535;0;0;0;0;0;0
"dziura";0;0;0;0;0;0;0;0;0,00448248666966672;0;0;0;0;0,0119996283973507;0,00753872758080312;0,0058634547850691;0;0;0;0
"dziwota";0;0;0;0;0;0;0;0;0;0;0;0;0,00570498303412128;0;0,0113080913712047;0;0;0,00566323925582283;0,0116096404744368;0
"dzwieczny";0;0;0;0;0;0;0;0;0;0;0;0;0,00570498303412128;0,00599981419867535;0,00753872758080312;0;0,00509194757650737;0;0;0
"egzamin";0;0;0;0;0,0122206741836177;0;0;0;0;0;0,00495080617246772;0;0;0;0,00376936379040156;0;0;0;0,0116096404744368;0
"ekipa";0;0;0;0;0,0244413483672354;0,00455280018605365;0,0421317597862626;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"elijah";0,0115232163517983;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"emagazyn";0,00576160817589916;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"email";0,00576160817589916;0,00527710930656219;0;0,00587829897439839;0;0;0;0;0,00448248666966672;0;0;0;0;0;0;0;0;0;0;0
"emhyra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0293172739253455;0,0203677903060295;0,00566323925582283;0,00580482023721841;0
"emreis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00376936379040156;0,0058634547850691;0;0,00566323925582283;0,0116096404744368;0
"enterprise";0;0;0;0;0,0936918354077357;0,0273168011163219;0,070219599643771;0,0294447403337166;0;0;0;0;0;0;0;0;0;0;0;0
"entuzjazm";0;0;0;0,0117565979487968;0,0040735580612059;0,00455280018605365;0;0;0;0,00609429946164662;0;0;0;0;0;0;0;0;0;0
"fachowiec";0,00576160817589916;0;0;0;0;0,00455280018605365;0;0;0;0;0,00495080617246772;0;0;0,00599981419867535;0;0;0;0;0;0
"falowac";0;0;0;0,00587829897439839;0;0;0;0;0,00448248666966672;0,00609429946164662;0;0;0,00570498303412128;0;0;0;0;0;0;0
"fantazyjny";0;0;0;0;0;0;0;0;0;0;0;0;0,00570498303412128;0,00599981419867535;0,00376936379040156;0;0;0;0;0,00963455641032101
"federacja";0;0;0;0;0,0366620225508531;0,013658400558161;0,0374504531433446;0,0673022636199235;0;0;0;0;0;0;0;0;0;0;0;0
"filippa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0175903643552073;0,112022846683162;0,00566323925582283;0,00580482023721841;0
"film";0;0,0211084372262487;0;0,0117565979487968;0,0040735580612059;0;0;0;0;0,0182828983849399;0;0;0;0;0;0;0;0;0;0
"filozofia";0;0;0;0;0;0,0091056003721073;0;0;0,00896497333933344;0,00609429946164662;0,00495080617246772;0;0;0;0;0;0;0;0;0
"filozoficzny";0,00576160817589916;0;0,010700129469527;0,00587829897439839;0;0;0;0;0;0,00609429946164662;0;0;0;0;0;0;0;0;0;0
"flaki";0;0;0;0;0,0040735580612059;0;0;0;0;0;0;0;0,00570498303412128;0,00599981419867535;0,00376936379040156;0;0;0;0;0
"formia";0;0;0,010700129469527;0,00587829897439839;0;0,00455280018605365;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00963455641032101
"formula";0;0;0;0;0,0040735580612059;0;0;0;0;0;0;0;0,0114099660682426;0;0,00376936379040156;0;0,00509194757650737;0;0;0
"frasowac";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00599981419867535;0;0;0,00509194757650737;0,00566323925582283;0;0,00963455641032101
"funkcjonowac";0,00576160817589916;0,0158313279196866;0,010700129469527;0;0;0;0;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"furtka";0;0;0;0;0;0;0;0;0,00448248666966672;0,0304714973082331;0,00990161234493545;0,0048172782051605;0;0;0;0;0;0;0;0
"galazka";0;0,00527710930656219;0;0;0;0;0;0;0;0;0;0;0,0114099660682426;0;0,00376936379040156;0;0,0152758427295221;0;0;0
"gen";0;0;0;0;0,0040735580612059;0,0091056003721073;0,00468130664291807;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"genetyczny";0;0;0;0;0,0040735580612059;0,00455280018605365;0;0;0;0;0;0;0;0;0;0,0058634547850691;0;0;0,00580482023721841;0
"geralcie";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0179994425960261;0,0113080913712047;0;0;0;0,00580482023721841;0,028903669230963
"geraltem";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0119996283973507;0,0188468189520078;0;0;0;0,00580482023721841;0,028903669230963
"ginac";0;0,00527710930656219;0;0;0;0;0;0,00420639147624522;0;0;0;0;0,00570498303412128;0;0;0,0058634547850691;0;0;0;0
"glaskac";0;0,0158313279196866;0;0;0,0040735580612059;0;0;0;0;0;0;0;0;0,00599981419867535;0;0,0117269095701382;0;0;0;0
"glebiej";0;0,00527710930656219;0,00535006473476351;0;0;0;0;0;0;0,00609429946164662;0;0;0;0;0;0;0;0,00566323925582283;0;0
"glosnik";0;0;0;0;0,0040735580612059;0,013658400558161;0,0140439199287542;0,00841278295249044;0;0;0;0;0;0;0;0;0;0;0;0
"glowka";0;0,00527710930656219;0;0;0,0040735580612059;0;0;0;0;0,0121885989232932;0;0,0048172782051605;0;0;0;0;0;0;0;0
"glupia";0;0;0;0;0;0;0,00468130664291807;0;0,00448248666966672;0;0;0;0;0;0,00376936379040156;0;0;0,0113264785116457;0;0
"gnac";0;0;0;0;0;0;0;0;0;0;0,00990161234493545;0;0;0,0119996283973507;0;0,0058634547850691;0,00509194757650737;0;0;0
"gnic";0;0,0105542186131244;0;0;0;0;0;0,00420639147624522;0;0;0;0,0048172782051605;0,00570498303412128;0;0;0;0;0;0;0
"godzinami";0;0;0;0;0,0040735580612059;0;0;0;0;0,00609429946164662;0;0;0;0;0;0;0;0,00566323925582283;0,00580482023721841;0
"goly";0;0;0;0;0;0;0,00468130664291807;0;0;0;0;0;0;0;0,00376936379040156;0;0,00509194757650737;0,00566323925582283;0;0
"gonic";0;0;0;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0,0058634547850691;0,00509194757650737;0,0113264785116457;0;0
"gorycz";0,00576160817589916;0;0;0;0,0040735580612059;0;0,00468130664291807;0;0,0134474600090002;0;0;0;0;0;0;0;0;0;0;0
"gosciniec";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00599981419867535;0,00376936379040156;0,0527710930656219;0;0,0113264785116457;0;0
"gospodarstwo";0,00576160817589916;0;0,00535006473476351;0,0117565979487968;0;0;0;0;0;0,00609429946164662;0;0;0;0;0;0;0;0;0;0
"gotowic";0;0;0,00535006473476351;0;0;0;0;0,00420639147624522;0;0;0;0;0;0;0;0;0;0,00566323925582283;0;0,019269112820642
"gowno";0;0;0;0;0;0;0;0;0,00896497333933344;0;0;0;0;0,00599981419867535;0,00376936379040156;0,0117269095701382;0;0;0;0
"gracja";0;0,0105542186131244;0;0;0;0;0;0;0,00448248666966672;0;0;0;0;0;0,00376936379040156;0;0;0;0,00580482023721841;0
"grob";0;0;0;0;0;0;0;0;0,0179299466786669;0,0304714973082331;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0;0
"grod";0;0;0;0;0,0040735580612059;0;0;0;0;0;0;0;0;0;0,00376936379040156;0,0293172739253455;0;0;0;0,019269112820642
"gromki";0;0;0;0;0;0;0,00468130664291807;0;0;0,00609429946164662;0;0;0;0,00599981419867535;0;0;0;0;0;0,019269112820642
"grozba";0;0;0;0;0,0040735580612059;0;0;0;0;0;0,00495080617246772;0;0;0;0;0;0,00509194757650737;0,00566323925582283;0;0
"grubas";0;0;0;0;0;0;0;0;0;0,00609429946164662;0,00495080617246772;0,0048172782051605;0;0,0119996283973507;0;0;0;0;0;0
"gruszka";0;0;0;0;0;0;0;0;0;0;0;0,0048172782051605;0;0;0;0,0058634547850691;0;0;0,00580482023721841;0,00963455641032101
"gryzie";0,00576160817589916;0;0;0;0;0;0,00468130664291807;0;0;0;0;0;0;0;0,00376936379040156;0;0;0;0,00580482023721841;0
"grzyb";0;0;0;0,00587829897439839;0;0;0;0;0,00448248666966672;0,00609429946164662;0;0;0;0;0;0;0;0;0;0,00963455641032101
"gust";0;0;0,00535006473476351;0;0,0081471161224118;0;0;0;0,00448248666966672;0;0;0,0048172782051605;0;0;0;0;0;0;0;0
"gwarantowac";0;0;0,00535006473476351;0;0;0;0;0,00420639147624522;0;0;0;0;0,0114099660682426;0;0;0;0;0;0;0,00963455641032101
"gwiazdka";0;0;0;0;0,0040735580612059;0;0;0;0;0;0;0;0,00570498303412128;0,00599981419867535;0;0,0058634547850691;0;0;0;0
"gwiezdny";0;0;0;0;0,0040735580612059;0,0773976031629121;0,0421317597862626;0,0504766977149427;0;0;0;0;0;0;0;0;0;0;0;0
"handel";0;0;0,00535006473476351;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00509194757650737;0,0113264785116457;0;0,00963455641032101
"herbata";0,00576160817589916;0;0,00535006473476351;0;0;0,00455280018605365;0;0;0;0;0;0,00963455641032101;0;0;0;0;0;0;0;0
"historyczny";0,00576160817589916;0;0;0,00587829897439839;0;0;0,00468130664291807;0;0;0;0;0;0;0;0;0;0;0;0,00580482023721841;0
"honorarium";0;0;0,00535006473476351;0;0;0;0;0;0,00448248666966672;0;0,00495080617246772;0;0;0;0;0,0234538191402764;0;0;0;0
"honorowy";0,00576160817589916;0;0;0;0;0,013658400558161;0;0;0;0,00609429946164662;0;0,0048172782051605;0;0;0;0;0;0;0;0
"hrabia";0;0;0;0;0;0;0;0;0;0;0,0148524185174032;0;0;0;0;0;0,00509194757650737;0,00566323925582283;0,00580482023721841;0
"httpdoradztwoartexpl";0,00576160817589916;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"httpepokasercapl";0,00576160817589916;0,0105542186131244;0,010700129469527;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"httpprosperitaedupl";0,0115232163517983;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"httpradwanpl";0,00576160817589916;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"httpwierzewsiebiecom";0,00576160817589916;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ide";0;0;0;0;0,0081471161224118;0;0;0;0,00448248666966672;0;0;0;0,00570498303412128;0;0;0,0058634547850691;0;0;0;0
"idziemy";0,00576160817589916;0;0;0,00587829897439839;0,0081471161224118;0;0;0;0;0;0;0;0;0;0,00376936379040156;0;0;0;0;0
"igla";0;0;0;0;0,0081471161224118;0;0;0;0;0;0;0,0144518346154815;0;0,00599981419867535;0;0;0;0,0169897177674685;0;0
"impet";0;0;0;0;0;0;0;0;0;0;0,00495080617246772;0;0;0;0,00376936379040156;0;0,00509194757650737;0;0,00580482023721841;0
"inicjatywa";0;0;0;0;0;0,00455280018605365;0;0;0;0;0;0;0;0;0;0,0058634547850691;0,0152758427295221;0;0;0,00963455641032101
"inspektor";0;0;0;0;0;0;0;0;0,0134474600090002;0,048754395693173;0,0396064493797418;0,00963455641032101;0;0;0;0;0;0;0;0
"inspirowac";0,0115232163517983;0,0105542186131244;0,010700129469527;0,0117565979487968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inspirujacy";0,00576160817589916;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inteligentny";0,00576160817589916;0;0;0;0;0;0,00468130664291807;0,00420639147624522;0;0;0;0,0048172782051605;0;0;0;0;0;0;0;0
"intuicja";0,0115232163517983;0;0;0,00587829897439839;0;0,00455280018605365;0;0;0;0;0,00495080617246772;0;0;0;0;0;0;0;0;0
"intymny";0,00576160817589916;0,00527710930656219;0;0;0;0;0;0;0,00448248666966672;0;0;0;0;0;0,00376936379040156;0;0;0;0;0
"inzynier";0;0;0;0;0;0,00455280018605365;0,00468130664291807;0;0;0,0243771978465865;0,00990161234493545;0;0;0;0;0;0;0;0;0
"jadac";0,00576160817589916;0;0;0;0;0;0;0;0;0;0,00495080617246772;0;0;0;0;0,0175903643552073;0;0;0,00580482023721841;0
"jakbys";0;0;0;0;0;0;0;0;0;0,00609429946164662;0;0;0,00570498303412128;0,00599981419867535;0;0;0;0,00566323925582283;0;0
"jakikolwiek";0;0;0,00535006473476351;0;0,0040735580612059;0;0,00468130664291807;0;0;0;0;0;0;0;0;0;0;0;0,00580482023721841;0
"jakoby";0;0;0;0;0;0;0;0,00420639147624522;0;0;0;0,0048172782051605;0;0,00599981419867535;0,00753872758080312;0;0;0;0;0
"jakuba";0;0;0;0;0;0;0;0;0,0268949200180003;0,0670372940781128;0,0297048370348063;0,0240863910258025;0;0;0;0;0;0;0;0
"jakubowy";0;0;0;0;0;0;0;0;0,00448248666966672;0,00609429946164662;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0;0
"jaskolczy";0;0;0;0;0;0;0;0;0,00448248666966672;0;0;0,0048172782051605;0,00570498303412128;0;0;0;0;0;0,00580482023721841;0
"jasnej";0;0;0;0,00587829897439839;0;0;0;0;0,00448248666966672;0;0;0;0;0,00599981419867535;0;0;0,00509194757650737;0;0;0
"jasniejszy";0,00576160817589916;0;0;0;0,0040735580612059;0;0;0;0;0;0;0;0;0;0;0;0;0,0113264785116457;0,00580482023721841;0
"jasnosc";0;0;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0,00570498303412128;0;0;0;0;0;0,00580482023721841;0
"jasnowlosy";0;0;0;0;0;0;0,00468130664291807;0,00420639147624522;0;0;0;0;0;0;0,00376936379040156;0,0058634547850691;0;0;0;0
"jaszczuk";0;0;0;0;0;0;0;0;0,00448248666966672;0,0121885989232932;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0;0
"jaw";0;0;0;0;0;0;0,00468130664291807;0;0;0;0;0;0;0;0;0,0058634547850691;0,0101838951530147;0;0;0,00963455641032101
"jazn";0;0,00527710930656219;0;0;0,0081471161224118;0,00455280018605365;0,00936261328583614;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednoznaczny";0;0;0,010700129469527;0;0;0;0,00468130664291807;0;0;0;0;0;0;0,00599981419867535;0;0;0;0;0,00580482023721841;0
"jek";0;0;0;0;0;0,00455280018605365;0,00468130664291807;0;0;0;0;0;0;0;0;0;0,00509194757650737;0,0169897177674685;0;0
"jezus";0,0806625144625883;0,0158313279196866;0,00535006473476351;0,0176348969231952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jezyna";0;0;0;0;0,0040735580612059;0;0;0;0,00896497333933344;0;0;0;0;0;0;0;0,0101838951530147;0;0,00580482023721841;0
"jozefa";0,00576160817589916;0;0;0;0;0;0;0;0;0,00609429946164662;0,00495080617246772;0,00963455641032101;0;0;0;0;0;0;0;0
"kaczka";0;0;0;0;0;0;0;0;0,00448248666966672;0;0;0,0048172782051605;0;0;0;0,0058634547850691;0;0,00566323925582283;0;0
"kaftan";0;0;0;0;0;0;0;0;0;0;0;0;0,0342298982047277;0,0299990709933768;0,00753872758080312;0;0;0;0;0,00963455641032101
"kalamarz";0;0;0;0;0;0;0;0;0,00448248666966672;0,00609429946164662;0;0;0;0;0;0;0,00509194757650737;0,0113264785116457;0;0
"kaluza";0;0;0;0;0;0;0;0;0;0;0,00495080617246772;0;0,0114099660682426;0;0;0,0058634547850691;0;0;0,00580482023721841;0
"kamienica";0;0;0;0;0;0;0;0;0,00448248666966672;0,0121885989232932;0,00990161234493545;0,0337209474361235;0;0;0;0;0;0;0;0
"kamuflaz";0;0;0;0;0;0,00455280018605365;0;0,0210319573812261;0;0;0;0,0048172782051605;0;0;0;0,0117269095701382;0;0;0;0
"kanapka";0;0;0;0;0;0,0091056003721073;0,00936261328583614;0;0,00448248666966672;0;0;0,0048172782051605;0;0;0;0;0;0;0;0
"kapitana";0;0;0;0;0,0488826967344708;0,0819504033489657;0,0468130664291807;0,0210319573812261;0;0;0;0;0;0;0;0;0;0;0;0
"kapitania";0;0;0;0;0,0488826967344708;0,0409752016744829;0,070219599643771;0,0420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"karczma";0;0;0;0;0;0;0;0;0;0;0;0;0,0342298982047277;0,0119996283973507;0;0,0058634547850691;0;0;0;0,00963455641032101
"karczmarz";0;0;0;0;0;0;0;0;0;0;0;0;0,0456398642729703;0,0119996283973507;0,00376936379040156;0,0234538191402764;0;0;0;0
"karteczka";0;0;0;0,00587829897439839;0;0;0;0;0;0,00609429946164662;0,00495080617246772;0,00963455641032101;0;0;0;0;0;0;0;0
"katarzyna";0,00576160817589916;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kazic";0;0;0;0;0;0;0;0;0,00448248666966672;0;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0;0,00963455641032101
"kazimierza";0;0;0;0;0;0;0;0;0,00448248666966672;0,00609429946164662;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0;0
"kibicowac";0;0;0;0;0,0040735580612059;0;0,00468130664291807;0;0;0,00609429946164662;0;0,0048172782051605;0;0;0;0;0;0;0;0
"kielbasa";0;0;0;0;0,0040735580612059;0;0;0;0,00448248666966672;0;0;0;0;0;0;0,0058634547850691;0;0;0,0116096404744368;0
"kieliszek";0;0;0;0,00587829897439839;0;0;0;0;0,00896497333933344;0,0243771978465865;0;0,0144518346154815;0;0;0;0;0;0;0;0
"kierujac";0,00576160817589916;0;0;0;0;0;0,00468130664291807;0;0;0;0,00495080617246772;0;0;0;0;0;0,00509194757650737;0;0;0
"kilkunastu";0;0;0;0;0,0040735580612059;0;0;0;0,00448248666966672;0,00609429946164662;0,00990161234493545;0;0;0;0;0;0;0;0;0
"kirka";0;0;0;0;0,0651769289792944;0,013658400558161;0,00468130664291807;0,0126191744287357;0;0;0;0;0;0;0;0;0;0;0;0
"klamra";0;0;0;0;0;0,00455280018605365;0;0;0;0;0;0;0;0,0119996283973507;0,00376936379040156;0;0,00509194757650737;0;0;0
"klasy";0;0;0,00535006473476351;0;0;0,0091056003721073;0,00936261328583614;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"klawisz";0;0;0;0;0;0;0;0,00420639147624522;0,00448248666966672;0;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0;0
"kleska";0;0;0;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0,00753872758080312;0;0,0101838951530147;0;0,00580482023721841;0
"klingoni";0;0;0;0;0,0285149064284413;0,00455280018605365;0,00936261328583614;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"klingonow";0;0;0;0;0,0122206741836177;0,0273168011163219;0,00468130664291807;0,00841278295249044;0;0;0;0;0;0;0;0;0;0;0;0
"klingonskie";0;0;0;0;0,0040735580612059;0,00455280018605365;0,00468130664291807;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"klon";0;0;0,010700129469527;0;0;0,00455280018605365;0;0;0,00448248666966672;0;0,00495080617246772;0;0;0;0;0;0;0;0;0
"kluczowy";0;0,00527710930656219;0,00535006473476351;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00580482023721841;0
"kluczyc";0;0;0;0;0;0;0;0;0;0,0121885989232932;0,00495080617246772;0;0;0;0;0,0058634547850691;0;0;0;0,00963455641032101
"kminek";0,0172848245276975;0,00527710930656219;0,010700129469527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00963455641032101
"koc";0;0,00527710930656219;0;0;0;0;0;0;0,0134474600090002;0;0;0,0048172782051605;0;0;0;0;0;0;0;0,028903669230963
"kochanek";0;0;0;0;0;0;0,00468130664291807;0,0168255659049809;0;0;0;0;0;0;0;0,0058634547850691;0;0;0,0116096404744368;0
"kogut";0;0;0;0;0,0040735580612059;0;0;0;0;0;0,00495080617246772;0;0,0228199321364851;0;0;0,0058634547850691;0;0;0;0
"kokosowy";0,0172848245276975;0,0105542186131244;0,010700129469527;0,0117565979487968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolczuga";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00599981419867535;0,00376936379040156;0;0;0;0,00580482023721841;0,00963455641032101
"kolekcjonowac";0,00576160817589916;0;0;0;0;0;0;0;0;0,00609429946164662;0,00990161234493545;0;0;0;0;0;0;0;0;0,00963455641032101
"kolendra";0,0172848245276975;0,00527710930656219;0,010700129469527;0;0;0;0;0;0,00448248666966672;0;0;0;0;0;0;0;0;0;0;0
"kolnierz";0;0;0;0;0;0;0;0;0;0;0;0,00963455641032101;0;0,00599981419867535;0;0;0,00509194757650737;0,00566323925582283;0;0
"kolysac";0;0;0;0;0;0;0;0;0,00448248666966672;0;0,00495080617246772;0;0,0114099660682426;0,00599981419867535;0;0;0;0;0;0
"kominek";0;0;0;0;0;0,00455280018605365;0;0;0;0;0,00990161234493545;0,0048172782051605;0,0114099660682426;0;0;0;0;0;0;0
"komisariat";0;0;0;0;0,0040735580612059;0;0;0;0;0,0121885989232932;0,00495080617246772;0,0144518346154815;0;0;0;0;0;0;0;0
"komora";0;0,00527710930656219;0;0;0;0,00455280018605365;0;0,0126191744287357;0;0;0;0;0;0;0;0;0,00509194757650737;0;0;0
"komputer";0;0;0;0;0,0203677903060295;0,013658400558161;0,00468130664291807;0,00420639147624522;0;0;0;0;0;0;0;0;0;0;0;0
"konar";0;0;0;0,00587829897439839;0;0;0;0;0;0;0;0;0;0;0,0113080913712047;0,0058634547850691;0;0;0,00580482023721841;0
"koncentrowac";0;0;0,0160501942042905;0;0;0;0;0,00420639147624522;0;0;0;0;0,00570498303412128;0;0;0;0;0;0,0116096404744368;0
"kontrakt";0;0;0;0;0,0040735580612059;0,00455280018605365;0,00468130664291807;0;0;0;0;0;0;0;0;0,0058634547850691;0;0;0;0
"koordynata";0;0;0;0;0,0040735580612059;0,0091056003721073;0,00936261328583614;0,0168255659049809;0;0;0;0;0;0;0;0;0;0;0;0
"kopia";0;0;0;0;0;0,00455280018605365;0;0;0,00448248666966672;0;0,00495080617246772;0;0;0,00599981419867535;0;0;0;0;0;0
"kosciol";0;0,00527710930656219;0;0,00587829897439839;0;0;0;0;0,00896497333933344;0;0;0,0048172782051605;0;0;0;0;0;0;0;0
"koszmarny";0;0,00527710930656219;0;0;0,0040735580612059;0;0;0;0,0134474600090002;0;0;0;0;0;0,00376936379040156;0;0;0;0;0
"koza";0;0;0;0;0;0;0;0;0,00896497333933344;0;0;0,0048172782051605;0;0;0,00376936379040156;0;0;0,00566323925582283;0;0
"kraina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00376936379040156;0;0,00509194757650737;0,00566323925582283;0,0174144607116552;0
"kram";0;0;0;0;0;0;0,00936261328583614;0;0;0;0;0;0,00570498303412128;0;0;0;0;0,00566323925582283;0;0,00963455641032101
"krecac";0;0;0;0;0;0;0;0;0,00448248666966672;0;0;0;0;0;0,00376936379040156;0;0;0,00566323925582283;0,00580482023721841;0
"kreowac";0;0,0158313279196866;0,0160501942042905;0,0176348969231952;0;0;0;0;0;0,00609429946164662;0;0;0;0;0;0;0;0;0;0
"krepy";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0119996283973507;0,00376936379040156;0,0117269095701382;0;0;0,00580482023721841;0
"krewny";0;0;0;0;0;0,00455280018605365;0;0;0;0;0,00495080617246772;0;0;0;0,00376936379040156;0,0058634547850691;0;0;0;0
"kroj";0;0;0,00535006473476351;0;0;0;0;0;0;0;0,00495080617246772;0,0048172782051605;0;0;0;0;0;0;0,00580482023721841;0
"krolestw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00376936379040156;0,0117269095701382;0,0101838951530147;0;0,00580482023721841;0
"krolestwa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00753872758080312;0,0234538191402764;0,0509194757650737;0,00566323925582283;0;0
"kronika";0;0;0;0;0,0081471161224118;0;0;0;0,0134474600090002;0;0,00990161234493545;0,0144518346154815;0;0;0;0;0;0;0;0
"krotkich";0;0;0,00535006473476351;0;0;0;0;0;0,00448248666966672;0;0,00990161234493545;0;0;0;0;0;0;0;0,00580482023721841;0
"krotszy";0;0;0;0;0;0;0;0;0;0;0,00495080617246772;0;0;0,00599981419867535;0;0;0,0152758427295221;0;0,00580482023721841;0
"krtan";0;0;0,00535006473476351;0;0;0;0;0,00420639147624522;0;0;0;0;0;0;0,00376936379040156;0;0;0;0,00580482023721841;0
"kryzys";0;0;0;0,00587829897439839;0;0;0;0,00420639147624522;0;0;0;0;0;0;0;0;0,00509194757650737;0;0;0,00963455641032101
"ksiaze";0,0115232163517983;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00376936379040156;0;0,0101838951530147;0;0,00580482023721841;0
"ksztaltny";0;0,00527710930656219;0;0;0;0;0;0;0;0;0;0,0048172782051605;0;0;0;0;0,00509194757650737;0;0,00580482023721841;0
"kuba";0;0;0;0;0;0;0;0;0,0179299466786669;0,0426600962315263;0,0445572555522095;0,0048172782051605;0;0;0;0;0;0;0;0
"kubrak";0;0;0;0;0;0;0;0;0;0;0;0;0,0228199321364851;0,00599981419867535;0,00376936379040156;0;0;0;0,00580482023721841;0
"kufel";0;0;0;0;0;0;0;0;0;0,00609429946164662;0;0;0,0456398642729703;0;0;0,0058634547850691;0;0,00566323925582283;0;0
"kusic";0;0;0;0;0;0;0;0;0,00448248666966672;0,00609429946164662;0;0;0;0;0;0;0,00509194757650737;0;0;0,00963455641032101
"kwadrans";0;0;0;0;0;0;0;0;0,0224124333483336;0,0426600962315263;0,0198032246898709;0,0144518346154815;0;0;0;0;0;0;0;0
